epsilon,synthesizer,trial,alpha,beta,gamma,t_count,q_count,cost,distance,duration_ms,success,gates
1e-07,cyclosynth_sqrt_t,28,3.4816689975316564,1.7192305579719074,4.275808332578438,26,11,59.0,8.848564e-08,3209.430,True,HQHSTHTHZSTHTHSHTHZSHTHSHTHTQHTQHZSHTHTQHTHTHTHSHQHZSHTHSTHTHZSHQHTHQHTQHTQHSHTHZSHTQHSHTHZSTHQHSTHTHZSXHSH
1e-07,gridsynth,28,3.4816689975316564,1.7192305579719074,4.275808332578438,218,0,218.0,8.946443e-08,173.362,True,XHTHTHTSHTHTHTHTHTSHTHTSHTHTHTHTHTHTSHTHTHTSHTSHTSHTHTHTSHTSHTSHTHTSHTHTSHTSHTHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTHTSHTSHTHTHTHTSHTHTSHTHTSHTHTSHTHTHTSHTHTHTHTHTHTHTSHTSHTHTSHTHTXSSSHSHTSHTSHTSHTHTHTHTHTHTHTSHTSHTSHTHTSHTHTSHTSHTHTHTHTHTSHTHTSHTHTHTSHTSHTHTHTHTHTSHTSHTHTSHTSHTHTHTSHTHTHTHTSHTHTHTSHTHTSHTHTSHTHTHTHTHTSHTSHTSHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTSHSHSHHTHTHTSHTSHTHTHTHTSHTSHTSHTHTHTSHTSHTHTHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTSHTHTHTSHTHTSHTHTHTHTHTHTHTHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTSHTHTSHTHTHTHTHTSHTHTSHTHTSHTSHTHTHTSHTSHXSS
1e-07,cyclosynth_t,29,0.4687814446762867,1.2281830089770496,0.8703030954611768,66,0,66.0,9.448533e-08,439.917,True,HTHSTHTHZSHTHTHTHSHTHTHTHTHTHTHTHZSHTHSHTHTHTHTHTHTHTHZSHTHSTHTHTHTHTHTHTHTHZSTHTHTHTHSTHTHZSTHTHTHTHSHTHZSHTHSTHTHZSHTHSHTHZSHTHTHTHTHTHSTHTHZSHTHTHTHSHTHZSHTHTHTHSHTHTHTHZSHTHSTHTHZH
1e-07,cyclosynth_sqrt_t,29,0.4687814446762867,1.2281830089770496,0.8703030954611768,22,10,52.0,8.974362e-08,3116.098,True,QHTHSHTHZSHTHSHTHZSHTHTHTQHSTHQHZSHTHSHTQHZSQHQHSHTHZSHTHSTHTHQHQHTQHQHZSHTHSHTHTHTHZSHTHSHTHZSHTHZHSH
1e-07,gridsynth,29,0.4687814446762867,1.2281830089770496,0.8703030954611768,213,0,213.0,7.616457e-08,143.282,True,XSHTSHTSHTHTHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTSHTHTHTSHTSHTHTHTHTSHTHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTHTSHTSHTHTHTHTSHTHTHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTSHSHSHHTHTSHTHTSHTSHTSHTSHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTHTSHTSHTHTHTSHTHTHTHTHTHTHTSHTSHTHTSHTSHTSHTSHTHTHTHTSHTSHTHTSHTSHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTSHTHTHTSHTSHTHTHTSHTHTHTHTSHSHSHTSHTHTHTSHTSHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTSHTHTHTHTSHTHTHTHTHTHTHTHTHTSHTSHTHTHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTHTHTHTSHTSHTHTSHTSHTSHTHTHTSHTHTSHTSHTHTHTHTHTSHTHTSHTSHTHTSHTHXSSS
1e-07,cyclosynth_t,30,0.46671017324852176,2.630458678443569,6.028005469739379,65,0,65.0,7.322972e-08,444.497,True,HTHSTHTHZSTHTHSTHTHTHTHZSHTHSHTHZSHTHTHTHTHTHSHTHZSTHTHSHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSTHTHSHTHZSHTHSTHTHZSTHTHSHTHTHTHTHTHZSHTHTHTHSTHTHZSTHTHSHTHZSHTHSHTHTHTHZSTHTHSTHTHZSHTHSHTHTHTHZSHTHSTHTHZSHTHYS
1e-07,cyclosynth_sqrt_t,30,0.46671017324852176,2.630458678443569,6.028005469739379,26,10,56.0,5.894276e-08,3209.687,True,HTHSHTHZSQHTHSQHTHZSTQHTHSHTHZSQHTHTHTHSHTQHZSQHTHQHTHTHTHTQHTHSHTHZSTHTQHSTQHTHZSTHTHSTHTHZSYHSH
1e-07,gridsynth,30,0.46671017324852176,2.630458678443569,6.028005469739379,217,0,217.0,8.487123e-08,297.507,True,XSHTSHTSHTHTHTSHTSHTHTSHTHTSHTSHTHTHTHTSHTSHTHTHTHTHTHTSHTHTSHTHTHTSHTHTHTHTSHTHTHTHTHTSHTHTHTHTSHTSHTHTSHTHTHTHTSHTSHTHTSHTHTSHTHTHTHTHTSHTSHTHTHTHTHTHTSHTHTSHTSHTHTHTSHTXSSHSHHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTSHTSHTSHTHTHTHTHTHTSHTHTSHTSHTHTHTHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTSHTHTSHTHTHTHTHTSHTHTSHTSHTHTSHTHTSHTHTSHTSHTHTHTHTSHTSHTHTSHTSHTSHTSHTHTSHTHTSHTSHSHSHHTHTSHTSHTHTHTHTSHTHTHTHTHTSHTSHTSHTHTHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTHTSHTSHTSHTHTHTHTSHTSHTHTHTSHTSHTSHTSHTHTHTSHTSHTHTSHTSHTSHTSHTSHTHTHTSHTHTHTHTHTHTHTSHTSHTSHTHTSHTSHTHTHS
1e-07,cyclosynth_t,31,5.302821761786802,0.8906554089928271,2.059037003343435,62,0,62.0,6.853391e-08,439.203,True,HTHSHTHZSHTHTHTHSHTHTHTHZSTHTHSHTHTHTHZSHTHSTHTHZSHTHTHTHTHTHSHTHZSTHTHSTHTHZSHTHSHTHZSHTHTHTHTHTHTHTHTHTHSTHTHZSHTHTHTHSHTHZSTHTHTHTHSHTHZSHTHTHTHTHTHSHTHZSHTHSTHTHZSTHTHSHTHZSTHTHYHSH
1e-07,cyclosynth_sqrt_t,31,5.302821761786802,0.8906554089928271,2.059037003343435,24,10,54.0,8.438799e-08,3278.486,True,SHTHZSTHTQHTHQHSHTHTHTQHZSHTHSHTHTQHQHTHTHZSHQHTHTHSHTHZSHTHSHTHTHTHQHQHZSHTHSQHTHZSTHTHSHTQH
1e-07,gridsynth,31,5.302821761786802,0.8906554089928271,2.059037003343435,217,0,217.0,6.872377e-08,162.726,True,XHTSHTHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTHTSHTHTHTSHTHTHTHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTHTSHTHTHTHTSHTSHTHTSHTSHTHTHTHTSHTSHTHTHTHTSHTHTHTHTHTHTSHTHTHTSHTHTSHTHTHTHTHTHTHTHTSHTHTSHTSHTSHSHSHTHTSHTSHTHTHTSHTSHTSHTHTHTHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTHTSHTHTHTSHTSHTSHTHTHTSHTHTHTSHTSHTHTHTSHTHTHTHTHTSHTHTHTSHTSHTHTHTSHTSHTHTHTSHTSHTHTHTSHTHTHTSHTSHTHTHTHTHTSHTHTSHXSSSHSHTSHTHTSHTHTHTSHTHTSHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTSHTSHTHTHTSHTHTSHTHTHTHTSHTHTSHTHTSHTSHTSHTHTSHTSHTHTSHTSHTHTHTSHTHTSHTSHTHTSHTHTSHTHTHTHTSHTSHTHTSHTSHTSHTHTSHTHTSHTSHTSHTHTSHTSHXS
1e-07,cyclosynth_t,32,5.888779631966932,1.3325170670520086,3.5577575443366287,65,0,65.0,9.300896e-08,445.463,True,HTHSHTHTHTHTHTHTHTHTHTHZSHTHSHTHZSTHTHTHTHTHTHSHTHZSHTHSHTHTHTHTHTHZSTHTHSHTHZSHTHSTHTHZSHTHTHTHSHTHZSTHTHSHTHZSTHTHTHTHSHTHZSTHTHTHTHSTHTHZSHTHSHTHTHTHTHTHZSHTHSTHTHZSHTHTHTHSHTHTHTHZSHTHZ
1e-07,cyclosynth_sqrt_t,32,5.888779631966932,1.3325170670520086,3.5577575443366287,21,11,54.0,8.534160e-08,3152.321,True,HTHTQHTHQHTHQHTHSTHTQHZSHTHTHQHQHTHSTQHTHTHTHZSHTHSTHQHZSQHTHTHTQHSHQHZSHTHTXS
1e-07,gridsynth,32,5.888779631966932,1.3325170670520086,3.5577575443366287,213,0,213.0,8.431899e-08,232.818,True,XHTHTSHTSHTSHTHTHTHTSHTSHTHTSHTHTHTSHTSHTHTSHTHTHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTHTSHTHTHTSHTHTHTHTSHTSHTHTHTHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTHTSHTSHTHTHTHTHTHTSHTHTHTHTHTHXSHSHHTSHTHTSHTSHTHTSHTHTHTSHTSHTHTSHTHTHTHTHTHTSHTHTSHTHTSHTSHTSHTSHTHTSHTSHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTSHTSHTHTSHTHTHTHTHTSHTHTSHTHTHTHTHTHTSHTSHTSHTHSHHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTSHTSHTSHTHTSHTSHTSHTHTHTSHTSHTSHTHTSHTHTHTSHTSHTSHTHTHTSHTHTSHTHTSHTHTHTSHTHTSHTSHTSHTHTSHTHTSHTHTSHTSHTSHTSHTSHTHT
1e-07,cyclosynth_t,33,2.246808702543242,2.5971776271679685,5.886742365561865,68,0,68.0,4.156453e-08,471.789,True,THTHSTHTHZSTHTHSHTHZSHTHSHTHZSTHTHSTHTHZSTHTHSHTHZSTHTHSHTHTHTHZSHTHSTHTHTHTHZSTHTHSHTHZSHTHSHTHZSHTHSHTHTHTHZSTHTHTHTHTHTHTHTHSTHTHTHTHZSHTHTHTHSHTHZSTHTHSHTHZSHTHSHTHZSTHTHSHTHZSHTHSHTHZSTHTHSTHTHZSHTHSHTHZSTYSH
1e-07,cyclosynth_sqrt_t,33,2.246808702543242,2.5971776271679685,5.886742365561865,25,11,58.0,8.827214e-08,3234.511,True,SHQHTHTHZSHQHSHTHZSHTHSHTHTQHTHZSHQHSTHTHTHTHZSTHTHSHTHZSHTQHSTHTHZSTHTHSHTHZSHTHSTQHQHZSHTQHSTHTQHQHQ
1e-07,gridsynth,33,2.246808702543242,2.5971776271679685,5.886742365561865,218,0,218.0,3.758566e-08,247.383,True,XHTHTHTHTSHTSHTHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTHTSHTHTSHTHTHTHTHTSHTSHTHTSHTSHTSHTHTHTSHTHTHTSHTSHTHTHTHTHTHTHTHTHTSHTSHTSHTHTSHTHTHTHTHTHTHTHTSHTSHTHTSHTHTSHTHTSHTSHTSHTSHTHTHSSSHSHTSHTHTHTHTSHTHTHTSHTSHTHTHTSHTSHTSHTHTSHTHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTHTHTHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTSHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTHTSHTHTSHTHTSHTHTSHTSHTSHTSHTHTHTHTHTSHTSHTSHTSHTHXSHSHHTSHTHTHTHTSHTHTSHTSHTSHTSHTHTSHTHTSHTHTSHTSHTSHTHTHTSHTHTSHTHTHTSHTHTHTSHTHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTHTHTHTHTHTHTSHTSHTHTHTHTHTHTHTHTSHTSHTHTHTHTSHTSHTHTHTHTSHTSHTSHTSHTSHTHTHTSHSS
1e-07,cyclosynth_t,34,0.02416838394642029,1.5869523582847316,2.9769423269039503,68,0,68.0,8.959411e-08,439.917,True,HTHTHTHSHTHZSHTHSTHTHZSTHTHSTHTHTHTHZSHTHSHTHTHTHZSTHTHTHTHSHTHZSHTHSTHTHTHTHZSHTHSTHTHZSHTHTHTHSTHTHZSHTHSTHTHZSHTHSHTHZSTHTHSHTHZSTHTHSTHTHTHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHTHTHZSTHTHSHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSXHSH
1e-07,cyclosynth_sqrt_t,34,0.02416838394642029,1.5869523582847316,2.9769423269039503,25,10,55.0,8.202202e-08,3233.813,True,STHTHZSTHTHSHQHZSHTHSHTHQHTHZSHTHTHTHSHTHZSHTQHSTHTHQHTHZSHTHQHTHSHTHZSHTHSHQHZSHQHSHTQHTQHTQHZSHTHSHTHZSHT
1e-07,gridsynth,34,0.02416838394642029,1.5869523582847316,2.9769423269039503,223,0,223.0,5.347920e-08,344.678,True,XHTSHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTHTHTSHTSHTHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTHTHTHTHTHTSHTHTSHTHTSHTHTSHTSHTHTHTSHTHTHTSHTHTHTHTSHTSHTSHTHTHTSHTHTHTHTSHTSHTSHTHTSHTHTSHTSHTHTHTHTHSHSHTHTSHTHTHTSHTHTHTSHTHTSHTHTHTSHTSHTHTSHTHTHTSHTSHTHTHTHTHTSHTSHTHTHTHTSHTHTHTSHTHTHTSHTHTHTHTHTHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTSHTSHTHTHTSHTHTSHTSHTSHTHTHTHTSHTHTHTHTSHTHTHTSHTXHSHHTHTSHTHTHTHTSHTHTSHTHTSHTHTHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTHTHTHTSHTSHTSHTSHTHTHTHTSHTHTSHTHTSHTSHTSHTSHTHTHTHTHTSHTHTHTSHTHTSHTHTHTS
1e-07,cyclosynth_t,35,5.285517399510342,1.51150873302546,1.9832519339915613,63,0,63.0,7.818388e-08,442.393,True,HTHSTHTHZSTHTHSTHTHTHTHZSHTHSHTHZSHTHTHTHSHTHZSHTHSTHTHZSTHTHTHTHTHTHSHTHZSHTHTHTHSTHTHZSHTHSHTHTHTHZSHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSTHTHTHTHSHTHZSTHTHSTHTHZSTHTHSTHTHZSTHTHSHTHZSHTHTHTHSHTHSTHSH
1e-07,cyclosynth_sqrt_t,35,5.285517399510342,1.51150873302546,1.9832519339915613,29,9,56.0,9.943977e-08,3267.295,True,STHTHZSHTHSHTHZSHTHTHTHSHTHZSHTHSHTHZSHTQHSHTHZSHTQHSHTHTHTQHZSTQHQHSHTHZSQHTHSTHTHTQHTHZSTHQHSHTHZSTHTHSHTHZSTHQHZHS
1e-07,gridsynth,35,5.285517399510342,1.51150873302546,1.9832519339915613,217,0,217.0,5.187709e-08,226.187,True,XHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTSHTSHTHTSHTHTSHTSHTHTSHTSHTHTSHTHTHTHTSHTHTHTHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTSHTHTHTHTHTHTHTSHTHTHTSHTSHTSHTSHTHTHTHTSHTHTSHTHTHTHTSHTHTSHTHTSHTHTSHTHTXSHSHHTHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTHTHTHTSHTHTSHTHTSHTSHTSHTSHTHTHTSHTHTHTHTHTSHTSHTSHTHTSHTSHTSHTHTHTSHTSHTHTSHTSHTHTSHTSHTSHTSHTHTHTSHTSHTHTHTSHTHTSHTHTSHTHTHTHTHTHTSHTSHTSHTHTSHTSHTHTSHTSHXSSSHSHSHTSHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTSHTHTHTSHTHTSHTSHTSHTHTHTSHTHTHTHTSHTHTHTSHTSHTHTSHTSHTHTSHTHTHTHTHTHTHTHTSHTHTSHTSHTHTHTSHTHTSHTHTSHTHTHTSHTSHTSHTSHTSHTSHTSHSS
1e-07,cyclosynth_t,36,5.815006365057152,1.5818293107417438,2.32033051151268,67,0,67.0,9.938153e-08,445.926,True,HTHTHTHSHTHZSHTHSTHTHZSTHTHSHTHZSTHTHSHTHZSTHTHSTHTHZSTHTHSHTHZSHTHSTHTHZSHTHSTHTHZSTHTHSTHTHTHTHZSHTHSHTHTHTHZSHTHSHTHZSTHTHSHTHZSHTHSHTHZSHTHSHTHTHTHZSHTHTHTHSHTHZSHTHTHTHSHTHZSTHTHSHTHZSHTHTHTHSHTHZSHTHTHTHSTHTHZSXHSH
1e-07,cyclosynth_sqrt_t,36,5.815006365057152,1.5818293107417438,2.32033051151268,24,10,54.0,5.732705e-08,3193.816,True,SQHQHTHTHZSHTHTHTHTHTHSTHTHZSHQHSTHTHZSHTHTQHTHSHQHZSTHQHSHTHZSHTHQHTHSHQHZSHTHQHTHTHTHSHTQHZSTYHSH
1e-07,gridsynth,36,5.815006365057152,1.5818293107417438,2.32033051151268,217,0,217.0,2.824012e-08,240.810,True,XSHTSHTHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTHTHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTHTSHTSHTSHTHTHTSHTHTHTHTSHTSHTHTHTHTHTHTHTSHTHTSHTHTSHTHTSHTSHTSHTSHTHTHTHTHTHTHTSHTHTHTSHTSHTHTSHHSHHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTHTSHTSHTSHTHTSHTSHTHTHTSHTHTHTHTHTHTSHTHTHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTHTHTHTSHTHTSHTSHTHTSHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTHXHSHSHTSHTSHTSHTSHTHTHTHTSHTHTSHTHTHTHTHTSHTHTSHTSHTHTHTHTHTHTSHTHTSHTSHTHTSHTHTHTSHTHTSHTHTHTHTSHTHTSHTHTHTSHTSHTSHTSHTHTHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTHTHTHTSHTHTHTHTSHTHTSHTHTHTHSSS
1e-07,cyclosynth_t,37,5.211965835958549,0.4528293628407777,5.439045893882142,67,0,67.0,3.163504e-08,450.517,True,THTHTHTHSTHTHTHTHTHTHZSTHTHSHTHZSTHTHTHTHSHTHZSHTHTHTHSHTHZSTHTHTHTHSHTHZSHTHSTHTHZSTHTHSTHTHZSHTHSTHTHTHTHZSHTHSHTHZSTHTHSHTHZSTHTHSHTHTHTHZSHTHSHTHZSTHTHTHTHTHTHSHTHZSHTHSHTHZSTHTHSTHTHZSHTHSTHTHSH
1e-07,cyclosynth_sqrt_t,37,5.211965835958549,0.4528293628407777,5.439045893882142,22,10,52.0,3.683063e-08,3185.767,True,THTQHSQHTHZSTQHTHTHTHSHQHQHTHZSQHTHSHTHZSTHTHSHTHZSHTHTHTHSQHTHZSHTHSHQHZSTHTHSHQHZSHTHSTHQHZ
1e-07,gridsynth,37,5.211965835958549,0.4528293628407777,5.439045893882142,221,0,221.0,9.167721e-08,267.085,True,XSHTHTHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTHTSHTSHTHTHTSHTHTHTSHTSHTHTHTHTSHTSHTSHTHTSHTHTSHTSHTSHTSHTHTHTHTSHTHTHTHTSHTHTHTHTSHTHTHTSHTSHTSHTHTSHTHTSHTHTHTHTHTSHTSHTHTSHTSHTSHTSHTHTSHTHHSHTHTSHTHTSHTHTHTSHTHTSHTSHTHTHTHTHTHTHTHTHTSHTSHTSHTSHTHTSHTSHTSHTSHTHTSHTSHTHTHTHTSHTSHTSHTHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTHTSHTHTHTSHTHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTHTXSSSHSHHTHTHTHTHTHTHTHTSHTSHTHTHTSHTHTHTSHTSHTHTSHTHTSHTSHTHTSHTHTHTSHTSHTSHTSHTHTHTSHTHTHTHTHTHTHTHTSHTSHTHTHTHTSHTHTSHTSHTHTSHTSHTHTHTHTHTSHTSHTHTHTSHTHTHTSHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTHSS
1e-07,cyclosynth_t,38,3.5876857097432304,2.432418054939316,2.4386760875471554,67,0,67.0,9.129995e-08,444.797,True,HTHSTHTHZSHTHTHTHSHTHZSTHTHSHTHTHTHTHTHZSHTHSTHTHZSHTHSHTHTHTHZSHTHSHTHZSHTHSHTHTHTHTHTHZSTHTHSTHTHZSHTHTHTHSHTHTHTHZSHTHSHTHZSHTHTHTHSTHTHZSHTHSTHTHTHTHZSHTHSTHTHZSHTHSTHTHZSHTHSTHTHZSTHTHTHTHTHTHTX
1e-07,cyclosynth_sqrt_t,38,3.5876857097432304,2.432418054939316,2.4386760875471554,24,10,54.0,4.599617e-08,3182.083,True,STQHTQHZSHTHSHQHZSHTHSHTHZSTHTHSTHTHZSHTHSQHTHZSHQHSHQHTHTHZSHTHSHTHZSQHTHSHTHZSHTHTHTHSHTHZSQHTQHSHTHQHTHZSXHSH
1e-07,gridsynth,38,3.5876857097432304,2.432418054939316,2.4386760875471554,220,0,220.0,2.160057e-08,203.116,True,XSHTSHTSHTSHTHTHTHTSHTHTHTHTSHTHTHTSHTSHTSHTHTHTSHTSHTSHTHTHTSHTHTSHTHTHTSHTHTSHTHTHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTHTHTSHTHTSHTHTHTSHTSHTHTSHTHTHTHTSHTSHTHTHTHTSHTHXSSHSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTHTHTHTSHTHTHTHTHTSHTHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTHTHTSHTSHTSHTHTSHTSHTSHTSHTHTHTSHTSHTHTSHTHTHTHTHTHTSHTHTHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTHTHTSHTSHTSHTHTHXSHSHHTSHTHTHTHTSHTHTHTSHTSHTSHTHTSHTHTSHTSHTSHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTSHTSHTHTHTHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTSHTSHTHTSHTHTHTHTSHTSHTSHTSHTSHTHTSHTHTSHTSHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTSHSSS
1e-07,cyclosynth_t,39,1.1750723761335344,0.6365811961038701,5.449333770233324,67,0,67.0,9.980904e-08,457.070,True,HTHTHTHTHTHSTHTHZSHTHSHTHZSHTHTHTHSHTHZSHTHSTHTHZSTHTHSTHTHZSTHTHSHTHTHTHZSTHTHSHTHTHTHZSHTHSTHTHTHTHTHTHZSHTHSTHTHZSHTHSHTHZSHTHSHTHZSTHTHSHTHTHTHTHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHTHTHZSHTHSTHTHZSTHTHSHTHZSTHTHXHS
1e-07,cyclosynth_sqrt_t,39,1.1750723761335344,0.6365811961038701,5.449333770233324,20,11,53.0,1.376964e-08,3287.555,True,HTQHTHTQHTHTHSTHTQHZSTHTHSTHQHZSTHTHSHTHZSQHQHSTHTHZSHTHTHTHSHQHZSTHQHSHTHZSHQHSHQHSQHS
1e-07,gridsynth,39,1.1750723761335344,0.6365811961038701,5.449333770233324,219,0,219.0,6.342860e-08,254.917,True,XHTSHTHTHTHTHTSHTSHTHTSHTHTSHTHTHTHTSHTHTSHTHTHTSHTSHTHTSHTSHTSHTSHTHTHTHTHTSHTHTSHTSHTHTHTHTSHTSHTSHTHTSHTHTHTSHTHTHTSHTHTHTHTSHTSHTHTSHTSHTSHTHTSHTSHTHTHTSHTSHTSHTHTSHTHTHTHTSHTSHTSHHSHSHTSHTHTSHTHTHTSHTSHTHTSHTHTHTHTHTHTHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTHTHTHTHTHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTHTHTSHTSHTSHTHTHTSHTHTHTSHTSHTHTSHTHTHTSHHSHTHTSHTHTHTSHTHTHTSHTSHTSHTSHTHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTSHTSHTSHTHTHTHTSHTHTHTHTSHTHTHTHTHTSHTHTSHTSHTHTSHTSHTSHTSHTSHTHTSHTSHTHTSHTHTHTHTHTHTHTSHTSHTSHTHTHTSHTSHTHTSHTSHTHTX
1e-07,cyclosynth_t,40,3.7649184876139112,1.8357727388595702,1.5328635229934209,67,0,67.0,2.003643e-08,449.483,True,HTHSTHTHZSTHTHSHTHZSTHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSTHTHTHTHSHTHZSHTHSTHTHZSHTHTHTHTHTHSHTHZSTHTHTHTHTHTHSHTHTHTHTHTHTHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSHTHSHTHZSHTHTHTHSHTHZSTHTHTHTHSHTHZSHTHSHTHZSTHTHSHTHZSHTH
1e-07,cyclosynth_sqrt_t,40,3.7649184876139112,1.8357727388595702,1.5328635229934209,22,11,55.0,8.820245e-08,3307.068,True,THQHSHQHZSHQHSHTHZSHTHSHQHZSTHTHSHQHQHQHTHTHTHTHZSTHTHSHTHZSHTHTHTHTHTHSHTHZSHTHSQHTHZSHTQHTHQHQX
1e-07,gridsynth,40,3.7649184876139112,1.8357727388595702,1.5328635229934209,218,0,218.0,4.117965e-08,191.420,True,XHTSHTSHTSHTHTSHTHTHTSHTHTHTSHTSHTSHTHTHTHTSHTHTSHTHTSHTSHTSHTHTSHTHTSHTHTSHTSHTSHTSHTHTSHTSHTHTHTSHTHTHTSHTHTHTHTHTSHTHTHTHTSHTSHTSHTSHTHTSHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTSHTHTHHSHHTSHTHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTSHTSHTSHTHTHTHTSHTSHTHTHTHTHTHTHTHTHTSHTHTHTSHTHTSHTSHTSHTHTSHTHTSHTHTHTSHTSHTSHTHTSHTSHTHTSHTSHTSHTHTHTHTSHTHTSHTHTHTHTHTHTHTHTSHTHTHTHTHTSHTSHTHSSHSHHTHTHTHTSHTSHTHTSHTHTSHTSHTHTHTSHTSHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTHTSHTSHTSHTHTHTSHTHTSHTHTHTHTHTSHTSHTSHTSHTHTHTHTHTSHTHTSHTSHTHTSHTSHTHTSHTHTSHTSHTHTHTHTHTHTSHTSHTHTHTHTSHTHTXS
1e-07,cyclosynth_t,41,2.961024978262376,0.48999855324166075,2.7453590190382373,66,0,66.0,6.836193e-08,444.495,True,HTHSHTHZSTHTHSHTHZSTHTHSTHTHZSHTHTHTHSHTHZSHTHSHTHTHTHZSTHTHTHTHTHTHSTHTHTHTHZSHTHSTHTHZSHTHSHTHZSHTHSHTHZSHTHTHTHSHTHZSHTHSHTHZSHTHSTHTHZSHTHSHTHTHTHZSHTHSHTHZSHTHSHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSTHTHTHTHTHTHZT
1e-07,cyclosynth_sqrt_t,41,2.961024978262376,0.48999855324166075,2.7453590190382373,23,10,53.0,9.519919e-08,3219.759,True,SQHTHZSQHTHSHTHZSHTHSHTHTHTHTQHQHZSHTHTHTHSHTHZSHTHSHQHQHQHTQHTHZSHTHSHTHZSHTHSHTHZSHQHTHTHSQHTHZSHTHZS
