epsilon,synthesizer,trial,alpha,beta,gamma,t_count,q_count,cost,distance,duration_ms,success,gates
1e-03,gridsynth,295,3.330628962428686,2.261368407833859,2.155714325709462,85,0,85.0,4.870544e-04,68.271,True,XHTHTHTHTHTHTSHTHTHTSHTHTHTHTHTHTSHTSHTSHTSHTSHTHTSHTSHTHTSHTHTSHTHTHHSHHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHSHSHHTSHTSHTSHTHTSHTHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTHTSHTHTHTSHTSHTHTHTHTHTSHTXSSS
1e-03,cyclosynth_t,296,4.296934156409459,0.17207571166399063,6.029687386986244,28,0,28.0,9.367375e-04,26.016,True,HTHSHTHZSHTHTHTHSHTHTHTHZSHTHSHTHZSHTHSHTHZSHTHSTHTHZSHTHSHTHZSHTHSHTHZSHTHSTHTHZSHTHSTHTHZSTHTHZST
1e-03,cyclosynth_sqrt_t,296,4.296934156409459,0.17207571166399063,6.029687386986244,10,3,19.0,7.250921e-04,944.045,True,HTHTHTQHSHTHZSHTHQHTHTHTHSTHTHZSHQHXSH
1e-03,gridsynth,296,4.296934156409459,0.17207571166399063,6.029687386986244,95,0,95.0,3.902824e-04,193.547,True,XTSHTHTHTSHTSHTHTHTHTHTHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTSHTHTHTSHTSHSHSHSHTHTSHTHTHTHTSHTHTHTSHTSHTHTSHTHTHTSHTSHTHTHTSHTHTSHTHTHTSHTHTHTSHTHTSHTSHTSHTSHTSHXSSHSHSHTSHTSHTSHTHTHTSHTSHTSHTHTHTHTSHTHTHTSHTSHTSHTHTHTSHTHTHTHTSHTSHTHTHTSHTHTSHX
1e-03,cyclosynth_t,297,5.553726847976778,1.6863213241908208,3.585718332849002,26,0,26.0,6.212258e-04,25.396,True,THTHTHTHSTHTHTHTHZSHTHSHTHZSTHTHTHTHSTHTHZSHTHSHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSYS
1e-03,cyclosynth_sqrt_t,297,5.553726847976778,1.6863213241908208,3.585718332849002,14,2,20.0,5.336712e-04,877.187,True,STHTHTHTHZSHQHSHTHZSHTHSHTHZSHTHSHTHZSTHQHTHTHSHTHZSHTHY
1e-03,gridsynth,297,5.553726847976778,1.6863213241908208,3.585718332849002,91,0,91.0,2.504560e-04,127.153,True,XSHTHTHTSHTSHTHTHTSHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTSHTHTSHTHTSHTHTHTHTSHTSHTHTHTSHXHSHHTHTHTHTSHTSHTHTSHTHTSHTSHTSHTSHTSHTHTSHTHTSHTHTSHTSHTSHTSHTSHTHTHTSHTSHTSHSSHSHSHTSHTSHTSHTSHTSHTSHTSHTHTHTHTHTHTSHTSHTSHTHTSHTSHTSHTSHTHTHTHTHTSHTHTSHTSHTHTSHTHTSHTHSS
1e-03,cyclosynth_t,298,0.2318007764260912,1.3979877425158593,5.656140874608872,25,0,25.0,5.306183e-04,26.527,True,HTHSHTHZSHTHTHTHTHTHSHTHZSTHTHSHTHZSTHTHSTHTHZSHTHTHTHTHTHTHTHSHTHZSHTHSHTHSHS
1e-03,cyclosynth_sqrt_t,298,0.2318007764260912,1.3979877425158593,5.656140874608872,10,4,22.0,5.446545e-04,844.018,True,SHTHZSHTHSTHTHZSHTHSHQHZSHTHTHTHSHQHZSTHQHTQHSH
1e-03,gridsynth,298,0.2318007764260912,1.3979877425158593,5.656140874608872,96,0,96.0,8.418622e-04,132.586,True,XTHTSHTSHTHTSHTSHTHTSHTHTHTHTSHTHTHTSHTSHTHTSHTHTSHTHTSHTHTSHTHTSHTSHTSHTSHTSHTXSHSHHTHTSHTSHTSHTHTHTSHTHTHTSHTSHTHTSHTSHTHTSHTSHTHTHTHTSHTHTSHTHTSHTHTHTSHTSHTHTSHTHTSHXSHSHHTHTHTHTHTHTSHTHTSHTHTSHTHTSHTHTSHTSHTSHTHTHTHTSHTSHTHTHTHTSHTSHTHTSHTHTSHTSHTXSSS
1e-03,cyclosynth_t,299,1.6625062100544385,1.2169122897438,0.25886220808188526,24,0,24.0,8.125963e-04,25.459,True,HTHSTHTHTHTHZSHTHSTHTHTHTHTHTHZSHTHSTHTHZSTHTHSHTHZSTHTHSHTHZSTHTHZT
1e-03,cyclosynth_sqrt_t,299,1.6625062100544385,1.2169122897438,0.25886220808188526,15,1,18.0,5.794989e-04,929.474,True,STHTHZSTHTHSHTHQHTHZSTHTHSHTHZSHTHSHTHTHTHZSHTHTXH
1e-03,gridsynth,299,1.6625062100544385,1.2169122897438,0.25886220808188526,100,0,100.0,3.259102e-04,287.883,True,XTHTSHTSHTHTSHTSHTHTSHTSHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTSHTHTHTSHTHTHTHTHTHTSHTHTHTHTHTSHSHHTHTHTSHTHTHTHTSHTSHTHTSHTSHTHTSHTSHTHTSHTHTHTSHTHTSHTSHTHTSHTHTHTHTHTSHTHTSHSSHSHSHTHTSHTSHTHTHTHTHTHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTHTHTH
1e-03,cyclosynth_t,300,0.7293126502041735,0.868517832588853,3.3220412487541253,26,0,26.0,5.048895e-04,25.376,True,THTHTHTHSTHTHZSHTHTHTHSHTHTHTHZSHTHTHTHSTHTHTHTHZSHTHTHTHTHTHSHTHZSHTHXHSH
1e-03,cyclosynth_sqrt_t,300,0.7293126502041735,0.868517832588853,3.3220412487541253,11,3,20.0,9.751959e-04,843.404,True,SHTHZSHTHQHQHSHTHZSHTHTHTHSHTHZSHTHTHTHSHTHZSHQHZS
1e-03,gridsynth,300,0.7293126502041735,0.868517832588853,3.3220412487541253,86,0,86.0,2.219201e-04,96.137,True,XHTHTSHTHTHTHTHTSHTSHTSHTSHTHTHTHTHTSHTSHTHTSHTHTSHTSHTHTHTSHTSHTSHTSHTHTSHTHSHSHHTSHTSHTHTSHTHTSHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTHTHTHTSHTSHTHTSHTSHTSHTSHTSHHSHHTHTSHTHTHTSHTHTHTHTHTHTHTSHTHTHTHTHTSHTSHTSHTSHTHTSHTHTHTHTSHTHTH
1e-03,cyclosynth_t,301,5.3610163352489115,1.8640483712851625,5.8809668426378625,26,0,26.0,8.300317e-04,25.674,True,HTHSHTHZSHTHSHTHTHTHZSHTHTHTHTHTHSHTHZSHTHSHTHZSTHTHTHTHSTHTHZSTHTHTHTHSHTHZSTXH
1e-03,cyclosynth_sqrt_t,301,5.3610163352489115,1.8640483712851625,5.8809668426378625,12,2,18.0,9.560073e-04,879.988,True,THTHSTHQHZSTHTQHSHTHZSTHTHSHTHZSHTHSHTHZSTYHSH
1e-03,gridsynth,301,5.3610163352489115,1.8640483712851625,5.8809668426378625,97,0,97.0,8.387187e-04,222.003,True,XSHTSHTSHTHTHTSHTHTHTHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTSHTHTSHTHTHSSHSHTHTHTHTHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTSHSHTSHTHTSHTHTHTHTHTHTSHTHTSHTHTSHTSHTSHTSHTSHTHTHTHTSHTHTHTSHTHTHTHTHTHTSHTHTSHXS
1e-03,cyclosynth_t,302,4.802568365957631,1.3359623156136144,3.226736453000059,24,0,24.0,4.255873e-04,24.948,True,STHTHZSHTHSHTHZSTHTHTHTHSHTHZSTHTHSTHTHZSHTHSTHTHZSHTHTHTHSHTHTHTHZSHTHSHTHZSX
1e-03,cyclosynth_sqrt_t,302,4.802568365957631,1.3359623156136144,3.226736453000059,12,2,18.0,8.881346e-04,868.275,True,HTHSHTHQHTHZSHTHTHTHTQHTHSHTHZSHTHSHTHZSHT
1e-03,gridsynth,302,4.802568365957631,1.3359623156136144,3.226736453000059,95,0,95.0,4.378675e-04,211.071,True,XSHTSHTHTSHTHTHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTHTHTHTHTSHTSHTSHTSHTHTHTHTSHTHHSHTSHTHTHTSHTHTHTHTHTSHTSHTHTSHTHTSHTSHTHTSHTHTSHTSHTHTHTHTSHTHTSHTSHTHTHTSHTSHTSHTHTHXSSSHSHSHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTHTHTHTSHTSHTSHTHTSHTHTSHTHTHTHTHTSHTSHTSHTSHTSHT
1e-03,cyclosynth_t,303,2.5156945074878663,2.5008839321137355,0.2902618666858833,26,0,26.0,6.885663e-04,25.360,True,HTHSTHTHZSHTHSHTHZSTHTHSHTHZSHTHSHTHZSTHTHSTHTHZSTHTHSTHTHZSTHTHSTHTHZSTHTHSHTHZSHTHYHS
1e-03,cyclosynth_sqrt_t,303,2.5156945074878663,2.5008839321137355,0.2902618666858833,12,3,21.0,4.453066e-04,877.667,True,SHTHTHTHTHTHZSHTQHSTHTHZSQHTHTHTQHSHTHZSYSH
1e-03,gridsynth,303,2.5156945074878663,2.5008839321137355,0.2902618666858833,98,0,98.0,6.980658e-04,185.032,True,XHTSHTHTSHTHTHTSHTSHTHTSHTHTSHTSHTSHTHTSHTHTSHTHTSHTHTSHTHTHTSHTHTHTSHTHTSHTSHTHTHTHXSHSHHTHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTSHTSHTHTHTHTHTSHTSHTHTHTSHTHTSHTSHTSHTHTSHTHTHXSSSHSHTSHTHTSHTHTHTHTSHTHTSHTHTSHTSHTSHTHTHTSHTSHTHTHTSHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTSHSS
1e-03,cyclosynth_t,304,4.796575374757798,0.19431114671174557,4.5308911699400545,26,0,26.0,9.936062e-04,27.056,True,THTHSHTHZSHTHSHTHZSHTHSHTHZSTHTHTHTHSHTHZSTHTHTHTHTHTHSHTHZSHTHTHTHSTHTHZSHTHSHTHZSYHSH
1e-03,cyclosynth_sqrt_t,304,4.796575374757798,0.19431114671174557,4.5308911699400545,13,2,19.0,9.137424e-04,877.494,True,THTHSTHTHZSHQHSHTHZSTHTHSTHTHTHTHZSTQHTHZ
1e-03,gridsynth,304,4.796575374757798,0.19431114671174557,4.5308911699400545,86,0,86.0,2.847082e-04,66.641,True,XSHTHTSHTHTHTSHTSHTHTSHTSHTSHTHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTSHTSHTHTHTHTHTXSHSHHTSHTSHTSHTSHTSHTHTSHTSHTHTSHTHTSHTHTSHTSHTHTSHTHTSHTHTSHTSHTHTSHTSHTSHTSHTSHTSSHSHHTHTHTSHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTHTSHTHTHSS
1e-03,cyclosynth_t,305,5.433564163766164,1.334654657513142,3.0232175884047354,24,0,24.0,8.338465e-04,25.561,True,HTHSHTHTHTHZSHTHSTHTHZSHTHSHTHZSTHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHZSTHTHTHTHXS
1e-03,cyclosynth_sqrt_t,305,5.433564163766164,1.334654657513142,3.0232175884047354,13,3,22.0,9.863041e-04,976.432,True,STHTHZSHTHSTHTHQHTQHZSTHQHTHTHSHTHZSTHTHSHTHZH
1e-03,gridsynth,305,5.433564163766164,1.334654657513142,3.0232175884047354,95,0,95.0,3.790366e-04,225.545,True,XSHTHTSHTSHTHTSHTHTSHTHTSHTHTHTHTHTHTSHTHTSHTSHTHTHTHTHTSHTSHTSHTHTHTHTSHTSHTHTHHSHSHTHTHTHTHTHTHTSHTHTHTSHTSHTSHTSHTSHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTSHTSHTSHTSHTSHTHTSHTSHTHXSSHSHHTHTHTSHTSHTHTSHTHTSHTSHTHTHTHTHTHTHTHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHS
1e-03,cyclosynth_t,306,1.2945598978254786,0.4567078843479192,3.936269911064878,26,0,26.0,5.618302e-04,26.061,True,HTHSHTHZSTHTHSTHTHZSHTHSHTHZSTHTHTHTHSTHTHTHTHZSHTHSTHTHZSHTHTHTHSHTHTHTHZSHTHXH
1e-03,cyclosynth_sqrt_t,306,1.2945598978254786,0.4567078843479192,3.936269911064878,13,2,19.0,9.506196e-04,798.960,True,HTHSHTHZSHTHSTHTHZSHTQHSHTHZSHTHSHQHTHTHZSTHTHZST
1e-03,gridsynth,306,1.2945598978254786,0.4567078843479192,3.936269911064878,87,0,87.0,6.911362e-04,166.072,True,XTSHTSHTHTSHTSHTSHTSHTSHTHTHTSHTHTSHTSHTSHTHTSHTSHTHTSHTHTSHTSHTHTHTHTHTSHTHTHTSHTSHSSHSHHTSHTSHTHTHTSHTSHTSHTSHTSHTHTHTSHTHTHTSHTSHTSHTSHTSHTHTHTSHTSHTSHSHHTSHTHTHTSHTSHTSHTSHTHTHTSHTHTHTHTSHTHTSHTSHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTHTHTSHXSSS
1e-03,cyclosynth_t,307,5.827756255377589,2.126249934420671,0.911682065895687,24,0,24.0,5.465265e-04,25.786,True,HTHSTHTHZSTHTHSHTHTHTHZSHTHSTHTHZSTHTHSTHTHTHTHTHTHTHTHTHTHZSHTHYHSH
1e-03,cyclosynth_sqrt_t,307,5.827756255377589,2.126249934420671,0.911682065895687,14,2,20.0,8.612860e-04,982.113,True,SHTHZSTHTHTHTHSTQHTHZSQHTHTHTHTHTHSHTHZSHTHXH
1e-03,gridsynth,307,5.827756255377589,2.126249934420671,0.911682065895687,91,0,91.0,2.504362e-04,163.093,True,XHTSHTHTSHTSHTHTHTHTHTSHTHTHTSHTHTSHTHTHTSHTSHTSHTSHTHTSHTSHTHTSHTHTSHTHTHTSHTHTSHXSSSHSHSHTSHTHTSHTHTSHTSHTHTHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTHTHTSHTSHTHTSHTHTSHSSHSHHTSHTSHTHTSHTHTSHTHTSHTSHTHTHTSHTHTHTHTSHTHTSHTSHTHTHTHTHTHTHTSHTSHX
1e-03,cyclosynth_t,308,5.710044487076867,1.723425527081698,2.0089644893764773,24,0,24.0,6.897441e-04,24.810,True,THTHSTHTHZSHTHSHTHZSTHTHSHTHTHTHZSTHTHSTHTHZSHTHSTHTHZSTHTHSHTHZSTHTHSHTHZSYS
1e-03,cyclosynth_sqrt_t,308,5.710044487076867,1.723425527081698,2.0089644893764773,12,3,21.0,7.067001e-04,952.581,True,HQHTHTHSTHTHZSHQHSHTHZSHTHSTHTHZSHTHSHQHZSHTHSHTHZSHTHXSH
1e-03,gridsynth,308,5.710044487076867,1.723425527081698,2.0089644893764773,90,0,90.0,4.282348e-04,102.692,True,XSHTHTSHTHTHTSHTSHTHTSHTSHTHTHTHTHTHTSHTSHTHTSHTSHTHTHTHTSHTSHTHTSHTHTSHSSSHSHHTSHTHTSHTHTHTSHTHTSHTHTSHTHTSHTHTHTHTSHTSHTSHTSHTHTHTHTSHTSHTSHTSHTSHTSHTHTSSSHSHSHTSHTSHTSHTSHTSHTHTSHTHTHTHTSHTSHTSHTSHTHTSHTSHTHTHTHTSHTHTSHTHTSHTHTSHTHTSHTHTHTHXSSS
1e-03,cyclosynth_t,309,4.156412082528733,1.1426336707124385,4.621849493135562,26,0,26.0,6.898015e-04,26.019,True,HTHSTHTHZSTHTHSHTHZSHTHSHTHTHTHZSHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSTHTHSHTHZSTHTHSHTHTHTHZSYHSH
1e-03,cyclosynth_sqrt_t,309,4.156412082528733,1.1426336707124385,4.621849493135562,9,3,18.0,9.361171e-04,977.336,True,HTHSHQHZSTHTHSHTHZSHTHSHTHZSHTHSHTHZSHQHSHQHZTH
1e-03,gridsynth,309,4.156412082528733,1.1426336707124385,4.621849493135562,90,0,90.0,7.335752e-04,191.876,True,XHTSHTSHTSHTHTHTHTHTHTSHTHTSHTSHTSHTSHTHTSHTSHTHTSHTHTSHTSHTSHTHTHTSHTHTSHTSHTSHTHTSHHSHSHTHTSHTSHTHTSHTHTHTHTHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTHTHTHTSHTHTSHTSHTSHTHTHSSSHSHHTSHTHTSHTHTHTSHTSHTSHTHTSHTSHTSHTHTSHTSHTHTHTHTHTSHTSHTSHTSHTHTHTHTSHTHSSS
1e-03,cyclosynth_t,310,2.7543757217112104,0.7171025411508264,5.4513766435514395,27,0,27.0,4.464847e-04,25.039,True,HTHSTHTHTHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHTHTHTHTHZSHTHTHTHSHTHZSHTHSHTHZSTHTHSHTHTHTHZTH
1e-03,cyclosynth_sqrt_t,310,2.7543757217112104,0.7171025411508264,5.4513766435514395,9,3,18.0,7.318834e-04,862.461,True,STHTQHZSHTHSHTHZSTHTHSHQHTHQHZSTHTHZSH
1e-03,gridsynth,310,2.7543757217112104,0.7171025411508264,5.4513766435514395,87,0,87.0,5.842600e-04,114.655,True,XHTHTSHTSHTHTHTSHTHTHTHTSHTSHTHTHTHTSHTHTSHTSHTSHTHTSHTHTHTSHTHTHTSHTSHTSHTSHTSHHSHHTHTSHTHTHTHTHTHTHTHTSHTSHTSHTSHTSHTSHTHTHTHTHTSHTSHTHTSHTSHTHTHTSHTHTSHTSHTSHTHTHSSSHSHHTSHTSHTHTSHTHTHTSHTHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTXSS
1e-03,cyclosynth_t,311,1.6689198162711583,1.4767521189940374,5.042678638106309,24,0,24.0,9.833820e-04,25.308,True,HTHSHTHZSTHTHSHTHZSTHTHSHTHZSHTHSHTHZSHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHZSHTHSHTHZSYSH
1e-03,cyclosynth_sqrt_t,311,1.6689198162711583,1.4767521189940374,5.042678638106309,9,4,21.0,9.239248e-04,903.551,True,HQHSHQHTHTHZSHTHSHTHZSQHTHSTHTHTHQHZSHTHS
1e-03,gridsynth,311,1.6689198162711583,1.4767521189940374,5.042678638106309,95,0,95.0,9.757627e-04,140.733,True,XHTHTSHTHTHTSHTSHTHTSHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTSHTSHTHHSHHTHTSHTSHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTHTSHTSHTHTSHTSHTHTHTSHTHTSHTSHTHTHTHTHXHSHHTHTHTHTHTHTSHTSHTHTHTSHTHTHTSHTSHTSHTSHTSHTHTHTSHTSHTHTSHTSHTHTHTHTSHTHTHTSHTSHTXSSS
1e-03,cyclosynth_t,312,5.2777049272945264,1.7020686924328865,5.207247134377014,28,0,28.0,9.127256e-04,24.355,True,THTHTHTHSTHTHZSHTHSHTHZSTHTHSHTHZSTHTHTHTHSTHTHZSTHTHSTHTHZSHTHTHTHSHTHZSHTHSTHTHZH
1e-03,cyclosynth_sqrt_t,312,5.2777049272945264,1.7020686924328865,5.207247134377014,8,4,20.0,6.081261e-04,797.243,True,THTHSQHTQHTHTHZSHTHTQHQHSHTHZSXS
1e-03,gridsynth,312,5.2777049272945264,1.7020686924328865,5.207247134377014,94,0,94.0,4.964717e-04,161.715,True,XHTSHTHTHTSHTSHTHTHTSHTSHTSHTSHTHTHTHTSHTHTHTHTHTHTHTHTHTHTSHTSHTHTHTSHTHTXSSSHSHSHTSHTHTSHTSHTHTSHTHTHTHTSHTSHTSHTHTSHTSHTHTSHTHTHTHTSHTSHTHTHTSHTHTSHTSHTHTHTSHTXSSSHSHSHTHTHTHTSHTSHTHTSHTSHTHTHTHTSHTHTHTSHTHTSHTSHTSHTSHTHTHTHTHTSHTSHTSHTSHTHTHTSHXSSS
1e-03,cyclosynth_t,313,1.1770154283534904,1.5396404976430655,2.054576082182915,24,0,24.0,6.134575e-04,25.405,True,HTHSTHTHZSTHTHTHTHSTHTHZSHTHTHTHSHTHZSHTHSTHTHZSTHTHSHTHZSHTHTHTHSHTHZT
1e-03,cyclosynth_sqrt_t,313,1.1770154283534904,1.5396404976430655,2.054576082182915,12,3,21.0,7.923794e-04,858.934,True,STQHTHTQHTHZSTHTHTHTHSTHQHZSHTHSHTHZSTH
1e-03,gridsynth,313,1.1770154283534904,1.5396404976430655,2.054576082182915,97,0,97.0,3.551690e-04,139.232,True,XHTHTHTSHTHTSHTSHTHTSHTSHTSHTHTHTSHTSHTSHTSHTSHTHTSHTHTSHTSHTSHTHTSHTHTSHTHTSHTHTHTHTXSHSHSHTSHTSHTHTSHTHTHTHTHTSHTHTHTHTHTHTHTHTHTHTHTHTSHTSHTSHTHTSHTHTHTHTSHTSHTHTSHTXHSHSHTSHTHTHTHTSHTSHTHTHTSHTSHTSHTHTHTSHTSHTSHTHTSHTHTHTHTSHTHTHTHTHTSHTHTSHTSHTHXSS
1e-03,cyclosynth_t,314,1.95817367331489,1.4438758990697056,3.5600777062395004,27,0,27.0,9.503256e-04,26.172,True,HTHTHTHTHTHSHTHTHTHTHTHTHTHZSHTHSTHTHTHTHZSHTHTHTHSHTHZSHTHTHTHSTHTHTH
1e-03,cyclosynth_sqrt_t,314,1.95817367331489,1.4438758990697056,3.5600777062395004,8,3,17.0,8.425218e-04,856.496,True,SHTHZSHTHSHTHZSHTHTHQHSQHTHZSHTHSQHTHZSHSH
1e-03,gridsynth,314,1.95817367331489,1.4438758990697056,3.5600777062395004,92,0,92.0,6.350762e-04,134.300,True,XHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTSHTHTHTSHTSHTHTHTHTHTSHTHTHTSHTHTHTHTSHTHTHXSHSHSHTHTHTSHTHTSHTHTHTSHTHTSHTHTSHTSHTHTHTSHTHTSHTSHTSHTSHTHTHTHTSHTSHTSHTHTHTSHTHTSHHSHSHTHTHTSHTHTSHTHTSHTHTHTSHTHTSHTSHTHTHTSHTSHTHTSHTHTHTSHTHTSHTHTSHTHTHTSSS
1e-03,cyclosynth_t,315,0.8767565408739537,1.190015986193637,2.3913889659265957,24,0,24.0,8.252888e-04,25.318,True,HTHSTHTHZSHTHSHTHZSHTHTHTHTHTHTHTHTHTHSTHTHZSHTHTHTHSHTHZSHTHSHTHZSHTHSHTHZSH
1e-03,cyclosynth_sqrt_t,315,0.8767565408739537,1.190015986193637,2.3913889659265957,14,1,17.0,5.680616e-04,899.495,True,HTHTHTHSHTHQHTHZSHTHTHTHSTHTHZSHTHTHTHTH
1e-03,gridsynth,315,0.8767565408739537,1.190015986193637,2.3913889659265957,85,0,85.0,8.710630e-04,133.231,True,XHTSHTSHTSHTHTSHTHTSHTHTHTSHTSHTSHTSHTHTHTSHTHTSHTHTSHTSHTSHSHSHHTSHTHTSHTHTHTSHTSHTSHTSHTSHTHTSHTSHTSHTHTHTSHTHTHTHTSHTHTSHTHTSHTSHTHTHTSHTSHTSHXHSHTSHTHTHTSHTHTSHTSHTHTHTHTSHTSHTSHTHTSHTHTHTSHTSHTSHTHTHTHTSHTSHTSHTSHTHTHTHTSHTSHSSS
1e-03,cyclosynth_t,316,5.060212833037089,0.9325122547490341,5.271667271367247,25,0,25.0,9.452635e-04,25.598,True,HTHSTHTHZSHTHSHTHZSHTHSTHTHZSHTHSTHTHZSHTHSHTHZSHTHSHTHTHTHZSHTHSHTHZSTHTHSHTHTHTHZSTXH
1e-03,cyclosynth_sqrt_t,316,5.060212833037089,0.9325122547490341,5.271667271367247,10,3,19.0,7.556524e-04,888.633,True,STHTHTQHTHTHTHZSHQHSHTHZSHTHSHTHZSHTQHXHS
1e-03,gridsynth,316,5.060212833037089,0.9325122547490341,5.271667271367247,101,0,101.0,7.946042e-04,238.595,True,XHTSHTHTSHTHTHTHTHTHTHTSHTSHTSHTHTSHTSHTHTHTSHTSHTHTSHTSHTHTSHTSHTHTSHTHTSHTHTSHTSHSSSHSHTHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTHTSHTHTSHTHTHTHTHTSHTHTSHTHTHTSHTXHSHHTSHTHTSHTSHTHTSHTSHTSHTHTSHTHTHTHTSHTHTHTSHTSHTHTSHTSHTHTSHTSHTHTSHTSHTSHTHTHTHTHTSHTS
1e-03,cyclosynth_t,317,2.1092491006628484,2.3787334127976005,2.709678641892265,22,0,22.0,7.226909e-04,26.110,True,HTHSHTHZSTHTHTHTHTHTHSHTHZSHTHTHTHSHTHTHTHTHTHZSHTHTHTHTHTHZS
1e-03,cyclosynth_sqrt_t,317,2.1092491006628484,2.3787334127976005,2.709678641892265,13,2,19.0,8.172594e-04,859.096,True,STHQHZSHTHSHTHZSTHTHSHTHZSTHTHSHTHZSHQHSTHTHTHTHSHSH
1e-03,gridsynth,317,2.1092491006628484,2.3787334127976005,2.709678641892265,92,0,92.0,5.226071e-04,188.931,True,XSHTHTHTHTHTSHTSHTHTHTHTHTHTHTSHTSHTSHTHTSHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSSHSHHTSHTHTHTSHTSHTSHTSHTSHTSHTSHTSHTSHTHTSHTSHTHTSHTSHTSHTSHTSHTSHTSHTSHTSHTHTHTSHTSHSHTSHTSHTHTHTSHTHTSHTHTSHTSHTHTSHTSHTHTSHTSHTHTHTSHTHTHTHTHTHTHTSHTHTSHTSHTSHTSHTHXSSS
1e-03,cyclosynth_t,318,3.414071126923549,1.9249175685374027,2.963373710063599,26,0,26.0,6.091132e-04,25.811,True,HTHSTHTHZSHTHSHTHZSTHTHSHTHZSTHTHSHTHZSHTHTHTHTHTHSTHTHTHTHZSHTHSTHTHZSHTHSHTHZSHTHYSH
1e-03,cyclosynth_sqrt_t,318,3.414071126923549,1.9249175685374027,2.963373710063599,7,5,22.0,8.765812e-04,1018.120,True,HQHSHQHZSHTHSHTHZSHTHSHTHZSHTHSHQHZSTHTHSHQHZSHQHYHS
1e-03,gridsynth,318,3.414071126923549,1.9249175685374027,2.963373710063599,91,0,91.0,6.870445e-04,88.732,True,XSHTSHTSHTHTHTSHTHTHTSHTHTHTSHTSHTHTHTHTHTHTSHTSHTHTSHTSHTHTHTHTHTSHTHTHTHXSSHSHTHTSHTHTHTSHTHTSHTHTSHTSHTHTSHTSHTHTSHTSHTHTHTSHTHTHTHTHTHTHTSHTHTSHTSHTSHTSHTHTXHSHTSHTSHTHTHTHTHTSHTHTHTSHTSHTHTHTHTSHTSHTSHTHTHTHTHTSHTHTHTSHTSHTHTHXS
1e-03,cyclosynth_t,319,1.0822178331954586,0.3446697304255906,3.096485753382744,25,0,25.0,7.634479e-04,26.458,True,STHTHTHTHZSTHTHSHTHZSHTHSTHTHZSHTHTHTHSHTHZSHTHSTHTHZSHTHSTHTHZSTHTHSTHTHZSTHS
1e-03,cyclosynth_sqrt_t,319,1.0822178331954586,0.3446697304255906,3.096485753382744,13,2,19.0,2.797344e-04,811.797,True,SHQHZSTHTHSHTHZSHTHSTHTHZSTHTHQHTHTHTHTHTHZ
